Term 1,Term 2,Frequency,Context Frequency,Conditional Probability
sin,la,1,3,0.3333333333333333
de,verde,1,150,0.006666666666666667
verde,jajaj,1,1,1.0
<,jajajajjaa,1,445,0.0022471910112359553
jajajajjaa,si,1,1,1.0
si,está,1,146,0.00684931506849315
bien,porque,1,25,0.04
porque,en,1,28,0.03571428571428571
en,si,1,47,0.02127659574468085
no,cambia,1,100,0.01
cambia,nada,1,1,1.0
solo,cambias,1,22,0.045454545454545456
cambias,el,1,1,1.0
grupo,pero,1,5,0.2
pero,las,1,57,0.017543859649122806
las,materias,1,29,0.034482758620689655
materias,son,1,1,1.0
son,las,1,5,0.2
las,mismas,1,29,0.034482758620689655
mismas,jajaj,1,1,1.0
sip,☺,1,65,0.015384615384615385
:3,buenas,1,34,0.029411764705882353
buenas,noches,1,1,1.0
noches,sip,1,1,1.0
te,paso,1,38,0.02631578947368421
paso,lo,1,6,0.16666666666666666
hicimos,hoy,1,3,0.3333333333333333
hoy,en,1,4,0.25
en,proba,1,47,0.02127659574468085
proba,>,1,1,1.0
bueno,en,1,31,0.03225806451612903
en,realidad,1,47,0.02127659574468085
realidad,es,1,1,1.0
solo,copiar,1,22,0.045454545454545456
copiar,diapositivas,1,1,1.0
diapositivas,jaja,1,3,0.3333333333333333
porque,agrego,1,28,0.03571428571428571
agrego,unas,1,1,1.0
unas,y,1,2,0.5
y,sería,1,85,0.011764705882352941
sería,de,1,8,0.125
la,31-33,1,84,0.011904761904761904
31-33,>,1,1,1.0
<,hicimos,1,445,0.0022471910112359553
hicimos,el,1,3,0.3333333333333333
ejercicio,que,1,5,0.2
dejó,de,1,3,0.3333333333333333
de,tarea,1,150,0.006666666666666667
tarea,y,1,1,1.0
esto,fue,1,2,0.5
fue,lo,1,7,0.14285714285714285
que,apuntó,1,198,0.005050505050505051
apuntó,>,1,1,1.0
también,dejo,1,9,0.1111111111111111
dejo,hacer,1,2,0.5
hacer,los,1,11,0.09090909090909091
ejercicios,de,1,4,0.25
las,diapositivas,1,29,0.034482758620689655
diapositivas,69,1,3,0.3333333333333333
69,y,1,1,1.0
y,70,1,85,0.011764705882352941
70,>,1,1,1.0
y,yap,1,85,0.011764705882352941
<,"https://web.seducoahuila.gob.mx/biblioweb/upload/abbott,%20edwin%20a.%20-%20planilandia.pdf",1,445,0.0022471910112359553
"https://web.seducoahuila.gob.mx/biblioweb/upload/abbott,%20edwin%20a.%20-%20planilandia.pdf",>,1,1,1.0
el,3,1,74,0.013513513513513514
3,sería,1,7,0.14285714285714285
como,el,1,21,0.047619047619047616
el,software,1,74,0.013513513513513514
software,porque,1,1,1.0
los,usos,1,44,0.022727272727272728
usos,sería,1,1,1.0
sería,el,1,8,0.125
el,2,1,74,0.013513513513513514
2,que,1,7,0.14285714285714285
a,buscar,1,146,0.00684931506849315
buscar,>,1,1,1.0
está,medio,1,19,0.05263157894736842
raro,pero,1,5,0.2
igual,es,1,13,0.07692307692307693
solo,para,1,22,0.045454545454545456
para,asegurar,1,29,0.034482758620689655
asegurar,que,1,1,1.0
nos,valla,1,18,0.05555555555555555
valla,a,1,1,1.0
decir,la,1,7,0.14285714285714285
que,faltó,1,198,0.005050505050505051
faltó,algo,1,2,0.5
quedar,a,1,3,0.3333333333333333
tu,última,1,9,0.1111111111111111
última,clase,1,2,0.5
clase,o,1,3,0.3333333333333333
vas,>,1,9,0.1111111111111111
ahorita,alomejor,1,19,0.05263157894736842
alomejor,ya,1,3,0.3333333333333333
vamos,esme,1,6,0.16666666666666666
sip,te,1,65,0.015384615384615385
te,mando,1,38,0.02631578947368421
mando,el,1,2,0.5
tengo,de,1,8,0.125
2,ejercicios,1,7,0.14285714285714285
ejercicios,>,1,4,0.25
y,del,1,85,0.011764705882352941
2do,tengo,1,2,0.5
tengo,2,1,8,0.125
2,uno,1,7,0.14285714285714285
uno,es,1,1,1.0
el,normal,1,74,0.013513513513513514
normal,y,1,1,1.0
otro,con,1,6,0.16666666666666666
con,las,1,32,0.03125
las,alternativas,1,29,0.034482758620689655
alternativas,>,1,1,1.0
holaa,pues,1,10,0.1
pues,no,1,35,0.02857142857142857
lo,acabe,1,115,0.008695652173913044
acabe,porque,1,1,1.0
porque,quedó,1,28,0.03571428571428571
quedó,todo,1,7,0.14285714285714285
todo,raro,1,8,0.125
raro,el,1,5,0.2
el,resultado,1,74,0.013513513513513514
resultado,de,1,1,1.0
covarianza,y,1,2,0.5
y,siento,1,85,0.011764705882352941
está,mal,1,19,0.05263157894736842
mal,pero,1,1,1.0
pero,ye,1,57,0.017543859649122806
ye,mando,1,1,1.0
mando,hasta,1,2,0.5
hasta,donde,1,9,0.1111111111111111
donde,llegué,1,7,0.14285714285714285
llegué,>,1,1,1.0
y,bueno,1,85,0.011764705882352941
bueno,según,1,31,0.03225806451612903
hicimos,con,1,3,0.3333333333333333
jisus,hasta,1,4,0.25
hasta,antes,1,9,0.1111111111111111
covarianza,va,1,2,0.5
va,bien,1,21,0.047619047619047616
jajaja,de,1,76,0.013157894736842105
o,solo,1,21,0.047619047619047616
solo,tengo,1,22,0.045454545454545456
tengo,el,1,8,0.125
del,primer,1,32,0.03125
primer,parcial,1,3,0.3333333333333333
parcial,porque,1,2,0.5
porque,el,1,28,0.03571428571428571
2do,lo,1,2,0.5
lo,subió,1,115,0.008695652173913044
subió,diego,1,2,0.5
diego,>,1,2,0.5
en,ese,1,47,0.02127659574468085
ese,10,1,2,0.5
irving,el,1,8,0.125
web,entrego,1,3,0.3333333333333333
entrego,los,1,2,0.5
los,exámenes,1,44,0.022727272727272728
exámenes,>,1,1,1.0
jajajaja,rayos,1,15,0.06666666666666667
rayos,cuánto,1,5,0.2
cuánto,sacaste,1,2,0.5
sacaste,>,1,1,1.0
<,oooo,1,445,0.0022471910112359553
oooo,no,1,1,1.0
no,maaaa,1,100,0.01
maaaa,pero,1,1,1.0
pero,te,1,57,0.017543859649122806
fue,muy,1,7,0.14285714285714285
muy,bien,1,1,1.0
bien,:3,1,25,0.04
<,manda,1,445,0.0022471910112359553
manda,foto,1,2,0.5
foto,jaja,1,6,0.16666666666666666
jaja,a,1,62,0.016129032258064516
me,acuerdo,1,33,0.030303030303030304
acuerdo,de,1,1,1.0
de,mis,1,150,0.006666666666666667
mis,respuestas,1,2,0.5
respuestas,xd,1,3,0.3333333333333333
<,ooo,1,445,0.0022471910112359553
ooo,ya,1,1,1.0
ya,estuvo,1,87,0.011494252873563218
estuvo,bien,1,1,1.0
jaja,rayos,1,62,0.016129032258064516
rayos,si,1,5,0.2
la,otra,1,84,0.011904761904761904
otra,versión,1,2,0.5
versión,del,1,1,1.0
del,examen,1,32,0.03125
examen,bueno,1,5,0.2
bueno,ya,1,31,0.03225806451612903
ni,modo,1,4,0.25
modo,le,1,1,1.0
le,pido,1,27,0.037037037037037035
pido,mi,1,1,1.0
mi,examen,1,9,0.1111111111111111
examen,el,1,5,0.2
el,jueves,1,74,0.013513513513513514
jueves,>,1,1,1.0
<,oie,1,445,0.0022471910112359553
oie,:3,1,1,1.0
:3,ahorita,1,34,0.029411764705882353
ahorita,me,1,19,0.05263157894736842
me,mandas,1,33,0.030303030303030304
mandas,capturas,1,1,1.0
capturas,de,1,2,0.5
que,vallan,1,198,0.005050505050505051
vallan,haciendo,1,1,1.0
haciendo,en,1,4,0.25
en,cómputo,1,47,0.02127659574468085
cómputo,porfa,1,3,0.3333333333333333
<,jjajajjajaja,1,445,0.0022471910112359553
jjajajjajaja,bueno,1,1,1.0
<,irving,1,445,0.0022471910112359553
irving,pásame,1,8,0.125
pásame,las,1,1,1.0
las,capturas,1,29,0.034482758620689655
capturas,>,1,2,0.5
puedes,pasar,1,2,0.5
pasar,tus,1,4,0.25
tus,referencias,1,1,1.0
referencias,pero,1,1,1.0
pero,con,1,57,0.017543859649122806
con,formato,1,32,0.03125
formato,iso,1,2,0.5
iso,es,1,1,1.0
el,formato,1,74,0.013513513513513514
formato,que,1,2,0.5
las,dio,1,29,0.034482758620689655
dio,no,1,1,1.0
es,jajaj,1,67,0.014925373134328358
jajaj,xd,1,25,0.04
sip,gracias,1,65,0.015384615384615385
<,esos,1,445,0.0022471910112359553
esos,serian,1,3,0.3333333333333333
serian,los,1,1,1.0
los,del,1,44,0.022727272727272728
del,paso,1,32,0.03125
paso,2,1,6,0.16666666666666666
2,>,1,7,0.14285714285714285
<,:o,1,445,0.0022471910112359553
:o,>,1,1,1.0
jajaja,creo,1,76,0.013157894736842105
bien,lo,1,25,0.04
la,intro,1,84,0.011904761904761904
intro,aun,1,1,1.0
aun,no,1,1,1.0
checo,xd,1,5,0.2
a,hacerla,1,146,0.00684931506849315
hacerla,>,1,1,1.0
a,también,1,146,0.00684931506849315
también,falta,1,9,0.1111111111111111
falta,poner,1,5,0.2
los,nombres,1,44,0.022727272727272728
nombres,de,1,1,1.0
de,jisus,1,150,0.006666666666666667
jisus,y,1,4,0.25
esme,>,1,5,0.2
oye,para,1,65,0.015384615384615385
para,la,1,29,0.034482758620689655
introducción,si,1,2,0.5
quieres,usa,1,24,0.041666666666666664
usa,algo,1,1,1.0
información,que,1,5,0.2
que,viene,1,198,0.005050505050505051
viene,en,1,4,0.25
tema,3.5.4,1,6,0.16666666666666666
3.5.4,de,1,1,1.0
las,notas,1,29,0.034482758620689655
notas,>,1,1,1.0
jajajaja,ahorita,1,15,0.06666666666666667
los,pongo,1,44,0.022727272727272728
pongo,si,1,4,0.25
quedó,la,1,7,0.14285714285714285
jajaja,quieres,1,76,0.013157894736842105
quieres,que,1,24,0.041666666666666664
te,pase,1,38,0.02631578947368421
pase,lo,1,1,1.0
dice,el,1,6,0.16666666666666666
archivo,>,1,2,0.5
chi,le,1,5,0.2
le,modifique,1,27,0.037037037037037035
modifique,un,1,1,1.0
un,poco,1,10,0.1
poco,el,1,1,1.0
el,orden,1,74,0.013513513513513514
orden,y,1,2,0.5
y,algunas,1,85,0.011764705882352941
algunas,palabras,1,2,0.5
palabras,porque,1,1,1.0
porque,parecía,1,28,0.03571428571428571
parecía,conclusión,1,1,1.0
conclusión,pero,1,5,0.2
pero,ya,1,57,0.017543859649122806
quieres,entrégalo,1,24,0.041666666666666664
entrégalo,xd,1,1,1.0
si,tenía,1,146,0.00684931506849315
que,ser,1,198,0.005050505050505051
ser,de,1,4,0.25
de,3,1,150,0.006666666666666667
clases,es,1,2,0.5
no,encuentro,1,100,0.01
encuentro,nada,1,1,1.0
jajajaj,xd,1,15,0.06666666666666667
xd,pero,1,42,0.023809523809523808
pero,le,1,57,0.017543859649122806
le,decía,1,27,0.037037037037037035
decía,a,1,3,0.3333333333333333
que,podíamos,1,198,0.005050505050505051
podíamos,usar,1,1,1.0
usar,el,1,3,0.3333333333333333
sacamos,con,1,2,0.5
jisus,de,1,4,0.25
los,derrames,1,44,0.022727272727272728
derrames,porque,1,1,1.0
porque,le,1,28,0.03571428571428571
le,pregunté,1,27,0.037037037037037035
pregunté,a,1,2,0.5
a,esme,1,146,0.00684931506849315
que,ellos,1,198,0.005050505050505051
ellos,usarían,1,1,1.0
usarían,otro,1,1,1.0
otro,>,1,6,0.16666666666666666
<,https://www.kaggle.com/datasets/shashwatwork/cerebral-stroke-predictionimbalaced-dataset,1,445,0.0022471910112359553
https://www.kaggle.com/datasets/shashwatwork/cerebral-stroke-predictionimbalaced-dataset,>,1,1,1.0
<,https://www.kaggle.com/datasets/rohitudageri/credit-card-details,1,445,0.0022471910112359553
https://www.kaggle.com/datasets/rohitudageri/credit-card-details,>,1,1,1.0
la,llevo,1,84,0.011904761904761904
llevo,>,1,1,1.0
oye,aqui,1,65,0.015384615384615385
aqui,esta,1,1,1.0
esta,lo,1,5,0.2
que,hice,1,198,0.005050505050505051
de,analsis,1,150,0.006666666666666667
analsis,de,1,1,1.0
datos,por,1,7,0.14285714285714285
ver,jaja,1,14,0.07142857142857142
<,https://colab.research.google.com/drive/13qy2h4lcq_6emy51dbxb9-6hw-awnejg?usp=sharing,1,445,0.0022471910112359553
https://colab.research.google.com/drive/13qy2h4lcq_6emy51dbxb9-6hw-awnejg?usp=sharing,>,1,1,1.0
lo,doy,1,115,0.008695652173913044
doy,>,1,3,0.3333333333333333
quedar,en,1,3,0.3333333333333333
el,salón,1,74,0.013513513513513514
hpc,dijiste,1,3,0.3333333333333333
que,para,1,198,0.005050505050505051
para,subir,1,29,0.034482758620689655
subir,el,1,3,0.3333333333333333
el,pdf,1,74,0.013513513513513514
pdf,solo,1,1,1.0
solo,tenemos,1,22,0.045454545454545456
que,poner,1,198,0.005050505050505051
poner,la,1,7,0.14285714285714285
conclusión,de,1,5,0.2
de,nuestro,1,150,0.006666666666666667
nuestro,tema,1,1,1.0
tema,y,1,6,0.16666666666666666
y,luego,1,85,0.011764705882352941
luego,la,1,3,0.3333333333333333
introducción,y,1,2,0.5
y,conclusión,1,85,0.011764705882352941
conclusión,general,1,5,0.2
general,de,1,2,0.5
actividad,>,1,3,0.3333333333333333
la,conferencia,1,84,0.011904761904761904
conferencia,:3,1,1,1.0
bueno,jajaja,1,31,0.03225806451612903
que,igual,1,198,0.005050505050505051
igual,nosotros,1,13,0.07692307692307693
nosotros,andábamos,1,2,0.5
andábamos,diciendo,1,1,1.0
diciendo,que,1,1,1.0
no,vamos,1,100,0.01
ir,>,1,8,0.125
chi,ya,1,5,0.2
ya,si,1,87,0.011494252873563218
vas,y,1,9,0.1111111111111111
y,hacen,1,85,0.011764705882352941
hacen,algo,1,1,1.0
algo,importante,1,15,0.06666666666666667
importante,en,1,3,0.3333333333333333
en,hpc,1,47,0.02127659574468085
hpc,me,1,3,0.3333333333333333
me,avisas,1,33,0.030303030303030304
avisas,>,1,1,1.0
si,entraste,1,146,0.00684931506849315
entraste,a,1,1,1.0
a,cómputo,1,146,0.00684931506849315
cómputo,>,1,3,0.3333333333333333
ya,hasta,1,87,0.011494252873563218
hasta,andaban,1,9,0.1111111111111111
andaban,haciendo,1,1,1.0
haciendo,la,1,4,0.25
actividad,de,1,3,0.3333333333333333
historias,porque,1,3,0.3333333333333333
porque,puso,1,28,0.03571428571428571
puso,que,1,2,0.5
para,hoy,1,29,0.034482758620689655
si,llego,1,146,0.00684931506849315
llego,el,1,2,0.5
de,cómputo,1,150,0.006666666666666667
cómputo,jajajaja,1,3,0.3333333333333333
entonces,se,1,24,0.041666666666666664
se,fueron,1,39,0.02564102564102564
fueron,a,1,2,0.5
a,lab,1,146,0.00684931506849315
<,nooooo,1,445,0.0022471910112359553
nooooo,jajajajaja,1,1,1.0
jajajajaja,ya,1,4,0.25
ya,valió,1,87,0.011494252873563218
valió,>,1,1,1.0
<,aaaa,1,445,0.0022471910112359553
aaaa,ya,1,1,1.0
ya,pero,1,87,0.011494252873563218
pero,entonces,1,57,0.017543859649122806
si,fueron,1,146,0.00684931506849315
fueron,varias,1,2,0.5
varias,historias,1,1,1.0
según,se,1,11,0.09090909090909091
se,tienen,1,39,0.02564102564102564
tienen,que,1,2,0.5
que,subir,1,198,0.005050505050505051
subir,todas,1,3,0.3333333333333333
todas,las,1,1,1.0
vavava,gracias,1,5,0.2
si,las,1,146,0.00684931506849315
las,conseguiste,1,29,0.034482758620689655
conseguiste,jajajaj,1,2,0.5
bueno,va,1,31,0.03225806451612903
si,iré,1,146,0.00684931506849315
iré,pero,1,1,1.0
pero,voy,1,57,0.017543859649122806
a,llegar,1,146,0.00684931506849315
llegar,después,1,3,0.3333333333333333
del,descanso,1,32,0.03125
descanso,>,1,1,1.0
está,en,1,19,0.05263157894736842
mi,git,1,9,0.1111111111111111
git,jajjaa,1,1,1.0
jajjaa,>,1,1,1.0
<,correee,1,445,0.0022471910112359553
correee,>,1,1,1.0
ya,estás,1,87,0.011494252873563218
estás,haciendo,1,2,0.5
haciendo,tu,1,4,0.25
tu,examen,1,9,0.1111111111111111
examen,de,1,5,0.2
tengo,duda,1,8,0.125
duda,recuerdas,1,2,0.5
recuerdas,como,1,1,1.0
como,dijo,1,21,0.047619047619047616
que,manejar,1,198,0.005050505050505051
manejar,lo,1,1,1.0
del,dto,1,32,0.03125
dto,y,1,3,0.3333333333333333
model,>,1,2,0.5
dto,es,1,3,0.3333333333333333
el,front,1,74,0.013513513513513514
front,no,1,1,1.0
pero,osea,1,57,0.017543859649122806
osea,por,1,1,1.0
por,ejemplo,1,25,0.04
ejemplo,si,1,2,0.5
quieres,hacer,1,24,0.041666666666666664
hacer,un,1,11,0.09090909090909091
un,get,1,10,0.1
get,para,1,2,0.5
para,mostrar,1,29,0.034482758620689655
mostrar,la,1,1,1.0
información,de,1,5,0.2
de,algo,1,150,0.006666666666666667
algo,lo,1,15,0.06666666666666667
lo,harías,1,115,0.008695652173913044
harías,con,1,1,1.0
model,o,1,2,0.5
o,con,1,21,0.047619047619047616
dto,>,1,3,0.3333333333333333
o,tienes,1,21,0.047619047619047616
2,y,1,7,0.14285714285714285
ya,mostrando,1,87,0.011494252873563218
mostrando,diferente,1,1,1.0
diferente,información,1,2,0.5
información,>,1,5,0.2
xd,entonces,1,42,0.023809523809523808
entonces,voy,1,24,0.041666666666666664
hacer,de,1,11,0.09090909090909091
de,ambos,1,150,0.006666666666666667
ambos,gracias,1,1,1.0
jaja,en,1,62,0.016129032258064516
en,sql,1,47,0.02127659574468085
sql,no,1,1,1.0
se,hace,1,39,0.02564102564102564
hace,nada,1,1,1.0
la,conexión,1,84,0.011904761904761904
conexión,y,1,1,1.0
y,todo,1,85,0.011764705882352941
el,código,1,74,0.013513513513513514
código,del,1,1,1.0
del,context,1,32,0.03125
context,>,1,1,1.0
<,me,1,445,0.0022471910112359553
me,jala,1,33,0.030303030303030304
jala,pero,1,1,1.0
sin,el,1,3,0.3333333333333333
el,ocelot,1,74,0.013513513513513514
ocelot,es,1,1,1.0
que,eso,1,198,0.005050505050505051
eso,no,1,26,0.038461538461538464
se,que,1,39,0.02564102564102564
que,onda,1,198,0.005050505050505051
onda,pero,1,1,1.0
lo,dejo,1,115,0.008695652173913044
dejo,no,1,2,0.5
me,agarra,1,33,0.030303030303030304
agarra,el,1,1,1.0
el,get,1,74,0.013513513513513514
get,>,1,2,0.5
quieres,dejar,1,24,0.041666666666666664
dejar,pongo,1,1,1.0
pongo,debajo,1,4,0.25
debajo,del,1,1,1.0
del,app.run,1,32,0.03125
app.run,es,1,1,1.0
el,único,1,74,0.013513513513513514
único,lugar,1,1,1.0
donde,a,1,7,0.14285714285714285
a,mí,1,146,0.00684931506849315
mí,me,1,1,1.0
me,funciona,1,33,0.030303030303030304
funciona,pero,1,1,1.0
pero,porque,1,57,0.017543859649122806
porque,supongo,1,28,0.03571428571428571
supongo,que,1,1,1.0
que,ni,1,198,0.005050505050505051
ni,siquiera,1,4,0.25
siquiera,lo,1,1,1.0
lo,ejecuta,1,115,0.008695652173913044
ejecuta,jaja,1,1,1.0
<,ocelot.json,1,445,0.0022471910112359553
ocelot.json,>,1,1,1.0
<,program.cs,1,445,0.0022471910112359553
program.cs,>,1,1,1.0
si,voy,1,146,0.00684931506849315
datos,ya,1,7,0.14285714285714285
lo,haremos,1,115,0.008695652173913044
haremos,ernesto,1,1,1.0
ernesto,tu,1,10,0.1
tu,y,1,9,0.1111111111111111
yo,porque,1,25,0.04
porque,esme,1,28,0.03571428571428571
y,jisus,1,85,0.011764705882352941
jisus,hicieron,1,4,0.25
lo,suyo,1,115,0.008695652173913044
suyo,jajaja,1,1,1.0
si,bueno,1,146,0.00684931506849315
bueno,no,1,31,0.03225806451612903
si,ernesto,1,146,0.00684931506849315
ernesto,quiera,1,10,0.1
quiera,hacer,1,2,0.5
hacer,algo,1,11,0.09090909090909091
algo,ahorita,1,15,0.06666666666666667
ahorita,pero,1,19,0.05263157894736842
no,yo,1,100,0.01
yo,le,1,25,0.04
le,empiezo,1,27,0.037037037037037035
empiezo,>,1,1,1.0
te,quedaste,1,38,0.02631578947368421
quedaste,con,1,1,1.0
con,mi,1,32,0.03125
mi,cargador,1,9,0.1111111111111111
cargador,verdad,1,1,1.0
me,acordaba,1,33,0.030303030303030304
acordaba,si,1,1,1.0
me,lo,1,33,0.030303030303030304
habías,dado,1,4,0.25
dado,xd,1,1,1.0
irving,si,1,8,0.125
si,hicieron,1,146,0.00684931506849315
práctica,que,1,2,0.5
que,subió,1,198,0.005050505050505051
subió,el,1,2,0.5
hpc,>,1,3,0.3333333333333333
a,jajajajaja,1,146,0.00684931506849315
jajajajaja,pensé,1,4,0.25
si,habías,1,146,0.00684931506849315
habías,ido,1,4,0.25
ido,xd,1,1,1.0
<,la,1,445,0.0022471910112359553
práctica,de,1,2,0.5
la,bd,1,84,0.011904761904761904
bd,>,1,1,1.0
jaja,pero,1,62,0.016129032258064516
pero,estoy,1,57,0.017543859649122806
estoy,apuntando,1,1,1.0
apuntando,los,1,1,1.0
los,comandos,1,44,0.022727272727272728
comandos,y,1,1,1.0
ni,te,1,4,0.25
te,pregunté,1,38,0.02631578947368421
pregunté,ayer,1,2,0.5
ayer,jajaja,1,1,1.0
jajaja,hicieron,1,76,0.013157894736842105
hicieron,mucho,1,3,0.3333333333333333
mucho,en,1,4,0.25
en,web,1,47,0.02127659574468085
a,yayaya,1,146,0.00684931506849315
yayaya,a,1,2,0.5
jaja,va,1,62,0.016129032258064516
dijo,ernesto,1,8,0.125
no,va,1,100,0.01
mañana,a,1,15,0.06666666666666667
escuela,y,1,2,0.5
menos,a,1,3,0.3333333333333333
de,saúl,1,150,0.006666666666666667
saúl,jajaja,1,1,1.0
entonces,tú,1,24,0.041666666666666664
tú,si,1,2,0.5
quieres,ir,1,24,0.041666666666666664
ir,porque,1,8,0.125
porque,solo,1,28,0.03571428571428571
solo,iría,1,22,0.045454545454545456
iría,si,1,1,1.0
vas,jajaja,1,9,0.1111111111111111
va,xd,1,21,0.047619047619047616
vavava,ahorita,1,5,0.2
ahorita,en,1,19,0.05263157894736842
un,rato,1,10,0.1
rato,solo,1,1,1.0
solo,vamos,1,22,0.045454545454545456
a,acabar,1,146,0.00684931506849315
acabar,unos,1,1,1.0
unos,ejercicios,1,1,1.0
ejercicios,pero,1,4,0.25
pero,están,1,57,0.017543859649122806
están,rápidos,1,3,0.3333333333333333
rápidos,>,1,1,1.0
<,nop,1,445,0.0022471910112359553
nop,este,1,1,1.0
este,parcial,1,8,0.125
parcial,ya,1,2,0.5
lo,iba,1,115,0.008695652173913044
a,evaluar,1,146,0.00684931506849315
evaluar,con,1,1,1.0
con,prácticas,1,32,0.03125
prácticas,y,1,1,1.0
y,proyecto,1,85,0.011764705882352941
proyecto,>,1,2,0.5
fue,botello,1,7,0.14285714285714285
botello,por,1,2,0.5
quieres,venirte,1,24,0.041666666666666664
venirte,para,1,1,1.0
para,acá,1,29,0.034482758620689655
acá,>,1,1,1.0
si,ahí,1,146,0.00684931506849315
ahí,está,1,10,0.1
está,con,1,19,0.05263157894736842
con,él,1,32,0.03125
él,>,1,2,0.5
jajajaja,perdón,1,15,0.06666666666666667
perdón,xd,1,2,0.5
nos,dió,1,18,0.05555555555555555
dió,las,1,1,1.0
las,calificaciones,1,29,0.034482758620689655
calificaciones,rápido,1,1,1.0
necesario,llegar,1,2,0.5
llegar,a,1,3,0.3333333333333333
a,análisis,1,146,0.00684931506849315
análisis,verdad,1,3,0.3333333333333333
jaja,xd,1,62,0.016129032258064516
sip,pero,1,65,0.015384615384615385
pero,ahorita,1,57,0.017543859649122806
ahorita,no,1,19,0.05263157894736842
jaja,te,1,62,0.016129032258064516
las,paso,1,29,0.034482758620689655
paso,alrrato,1,6,0.16666666666666666
alrrato,va,1,1,1.0
<,tengo,1,445,0.0022471910112359553
tengo,esas,1,8,0.125
esas,falta,1,2,0.5
falta,otra,1,5,0.2
otra,que,1,2,0.5
la,primer,1,84,0.011904761904761904
primer,actividad,1,3,0.3333333333333333
actividad,pero,1,3,0.3333333333333333
pero,esa,1,57,0.017543859649122806
esa,tiene,1,3,0.3333333333333333
tiene,mi,1,2,0.5
mi,nombre,1,9,0.1111111111111111
nombre,jajaja,1,2,0.5
jajaja,alomejor,1,76,0.013157894736842105
alomejor,>,1,3,0.3333333333333333
si,anda,1,146,0.00684931506849315
anda,haciendo,1,2,0.5
haciendo,lo,1,4,0.25
del,reporte,1,32,0.03125
reporte,y,1,2,0.5
le,dije,1,27,0.037037037037037035
dije,que,1,2,0.5
ahorita,le,1,19,0.05263157894736842
le,ayudo,1,27,0.037037037037037035
ayudo,con,1,1,1.0
con,la,1,32,0.03125
le,pregunte,1,27,0.037037037037037035
pregunte,si,1,1,1.0
le,ibas,1,27,0.037037037037037035
ibas,a,1,1,1.0
a,ayudar,1,146,0.00684931506849315
ayudar,y,1,1,1.0
no,tenia,1,100,0.01
tenia,idea,1,1,1.0
idea,jajaja,1,1,1.0
pero,que,1,57,0.017543859649122806
ya,andaba,1,87,0.011494252873563218
andaba,bien,1,3,0.3333333333333333
bien,prendido,1,25,0.04
prendido,con,1,1,1.0
lo,acababa,1,115,0.008695652173913044
acababa,antes,1,1,1.0
las,5,1,29,0.034482758620689655
5,>,1,3,0.3333333333333333
quieras,preguntarle,1,3,0.3333333333333333
preguntarle,a,1,1,1.0
a,el,1,146,0.00684931506849315
el,jajaj,1,74,0.013513513513513514
la,conclusion,1,84,0.011904761904761904
conclusion,ahorita,1,1,1.0
ahorita,la,1,19,0.05263157894736842
yo,3,1,25,0.04
3,>,1,7,0.14285714285714285
ooooo,jajajaj,1,2,0.5
jajajaj,esta,1,15,0.06666666666666667
a,jajajaj,1,146,0.00684931506849315
jajajaj,no,1,15,0.06666666666666667
lo,acabamos,1,115,0.008695652173913044
acabamos,nosotros,1,1,1.0
nosotros,jajajaj,1,2,0.5
sip,jajaj,1,65,0.015384615384615385
jajaj,de,1,25,0.04
una,pregunta,1,5,0.2
pregunta,jaja,1,3,0.3333333333333333
jaja,tu,1,62,0.016129032258064516
tu,que,1,9,0.1111111111111111
vas,al,1,9,0.1111111111111111
al,celex,1,8,0.125
celex,ahí,1,1,1.0
ahí,en,1,10,0.1
en,escom,1,47,0.02127659574468085
escom,sabes,1,2,0.5
sabes,hasta,1,3,0.3333333333333333
hasta,que,1,9,0.1111111111111111
